,VC0175,VC0176,VC0177,VC0178,VC0179,VC0180,VC0181,VC0182,VC0183,VC0184,VC0185
 [[Clostridium[gi|16929xxxx],0,0,0,0,0,0,1,0,0,0,0
Staphylococcus aureus AGEN6009[gi|57901xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AGEN6010[gi|57901xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AGEN6033[gi|58036xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AGEN6042[gi|58079xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6002[gi|58038xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6003[gi|58039xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6007[gi|58040xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6008[gi|58040xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6011[gi|58039xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6012[gi|58046xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6013[gi|58044xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6014[gi|58045xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6015[gi|58044xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6040[gi|58019xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6050[gi|57909xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6051[gi|58020xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6054[gi|58021xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6068[gi|58027xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6070[gi|58033xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6071[gi|58033xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6072[gi|58033xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6073[gi|57903xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6074[gi|58034xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6075[gi|58034xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6106[gi|58069xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6111[gi|58071xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6114[gi|58508xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus AMMC6119[gi|58073xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus B147830[gi|47760xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus B40723[gi|47759xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus B40950[gi|47760xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus B53639[gi|47760xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus BG407[gi|61310xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C0626[gi|61274xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C0630[gi|61310xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C0637[gi|61310xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C0673[gi|61311xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C0676[gi|61275xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C1655[gi|61311xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C1673[gi|61311xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C1842[gi|61311xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C1891[gi|61312xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C1894[gi|61312xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C2549[gi|61312xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C2679[gi|61312xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C2706[gi|61313xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C2928[gi|61313xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C2930[gi|61313xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C2942[gi|61314xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C3452[gi|61274xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C3489[gi|61314xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C3672[gi|61314xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C3865[gi|61315xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C3965[gi|61314xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C4151[gi|61315xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C4155[gi|61315xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C4668[gi|61315xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C5086[gi|61315xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus C5453[gi|61316xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus CA-347[gi|51400xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus CHAP6022[gi|58095xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus CHAP6035[gi|58090xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus CHAP6049[gi|58021xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus CHAP6102[gi|58090xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus CHOC6045[gi|57904xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus CHOC6056[gi|58029xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus CN79[gi|42195xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6001[gi|57902xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6004[gi|57901xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6020[gi|58056xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6025[gi|57908xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6038[gi|58030xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6039[gi|57904xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6044[gi|58643xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6049[gi|58050xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6052[gi|58058xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6053[gi|58059xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6055[gi|58061xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6059[gi|58062xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6060[gi|58064xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6087[gi|58079xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6095[gi|57895xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6112[gi|58088xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6114[gi|58088xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COAS6117[gi|57892xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus COLL6021[gi|58052xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus Chi-10[gi|61316xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus Chi-4[gi|61316xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus Chi-8[gi|61317xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus D30[gi|25916xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR104[gi|59303xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1065[gi|60071xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1067[gi|60071xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1082[gi|60071xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1083[gi|60072xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1084[gi|60072xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1086[gi|60072xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1090[gi|60072xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1157[gi|60073xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1158[gi|60073xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1161[gi|60073xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR116[gi|59303xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1174[gi|60073xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1176[gi|60074xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1183[gi|60074xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1199[gi|57779xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1200[gi|60074xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR126[gi|59303xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1275[gi|60074xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1276[gi|60075xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1278[gi|60075xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1280[gi|57779xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1291[gi|60075xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1293[gi|60076xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1295[gi|60076xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1310[gi|60076xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1311[gi|60077xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1313[gi|60076xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR133[gi|59304xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1366[gi|57779xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1369[gi|60077xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1370[gi|60077xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1490[gi|60078xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1492[gi|60078xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1503[gi|57779xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1507[gi|60078xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1692[gi|60078xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1698[gi|60078xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1800[gi|60079xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1810[gi|60079xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1811[gi|60080xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1813[gi|60079xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1814[gi|60080xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1815[gi|60080xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1842[gi|60080xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1859[gi|60081xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1862[gi|60081xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1874[gi|60081xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1883[gi|60082xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1885[gi|60081xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1890[gi|60082xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1926[gi|60082xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1936[gi|60082xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1937[gi|60083xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1938[gi|60083xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1939[gi|60083xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1941[gi|60084xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1942[gi|60083xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1954[gi|60084xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1955[gi|60084xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1956[gi|60085xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1961[gi|60085xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1980[gi|60085xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR1995[gi|60085xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR2000[gi|60086xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR2002[gi|60086xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR2018[gi|60086xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR2019[gi|60087xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR2026[gi|60086xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR2067[gi|60087xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR2068[gi|60087xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR2070[gi|59587xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR2072[gi|60087xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR2075[gi|60088xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR22[gi|60068xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR26[gi|59304xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3143[gi|60088xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3144[gi|60089xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3148[gi|60089xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3150[gi|60089xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3152[gi|60089xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3153[gi|60090xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3156[gi|60090xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3157[gi|60090xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3162[gi|60090xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3163[gi|60091xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3165[gi|57780xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3166[gi|60091xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3170[gi|57780xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3172[gi|57781xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3175[gi|60092xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3176[gi|60091xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3177[gi|60091xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3178[gi|60092xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3179[gi|60092xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3183[gi|60092xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3198[gi|60093xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3236[gi|60093xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3504[gi|59326xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3505[gi|59325xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3507[gi|59325xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3508[gi|59325xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3512[gi|59325xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3515[gi|59324xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3518[gi|60047xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3519[gi|60047xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3525[gi|60047xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3529[gi|60047xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3534[gi|60048xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3548[gi|60048xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3551[gi|60048xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3555[gi|60048xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3562[gi|60049xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3565[gi|60049xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3567[gi|60049xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3574[gi|60049xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3575[gi|60050xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3576[gi|60050xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3578[gi|60050xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3581[gi|60051xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3583[gi|60051xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3584[gi|60051xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3586[gi|60051xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3587[gi|60051xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3590[gi|60052xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3591[gi|60052xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3592[gi|60053xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3596[gi|60052xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3599[gi|60053xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3608[gi|60053xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3609[gi|60054xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3612[gi|60054xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3613[gi|60054xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3616[gi|60054xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3617[gi|60054xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3624[gi|60055xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3627[gi|60055xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3628[gi|60055xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3629[gi|60056xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3632[gi|60056xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3752[gi|60056xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3758[gi|60057xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3760[gi|60056xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3761[gi|60057xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3762[gi|60058xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3765[gi|60057xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3767[gi|60058xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3769[gi|59586xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3772[gi|60058xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3776[gi|60058xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3779[gi|60058xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3781[gi|60059xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3782[gi|60059xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3788[gi|60059xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3790[gi|60060xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3794[gi|60060xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3796[gi|60060xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3799[gi|60061xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3840[gi|60061xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3842[gi|60061xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3844[gi|60062xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3845[gi|60061xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3847[gi|60062xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3859[gi|60062xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3861[gi|60062xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3862[gi|60063xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3864[gi|60063xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3868[gi|60063xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3870[gi|60063xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3871[gi|60064xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3885[gi|60064xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3886[gi|60064xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3891[gi|60065xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3892[gi|60065xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3894[gi|60065xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3897[gi|60066xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3901[gi|60065xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3902[gi|60065xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3907[gi|59586xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3911[gi|60066xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3913[gi|60066xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3918[gi|60066xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3919[gi|60067xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3924[gi|60067xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3928[gi|60067xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3930[gi|60068xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR3933[gi|60068xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5789[gi|59305xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5790[gi|59305xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5791[gi|59305xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5792[gi|59305xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5793[gi|59306xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5794[gi|59306xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5795[gi|59306xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5796[gi|59306xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5797[gi|59307xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5798[gi|59307xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5799[gi|59307xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5800[gi|59307xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus DAR5801[gi|59308xxxx],1,0,0,0,0,0,0,0,0,0,0
